GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC03_EST_VC99,"Car, truck, or van -- carpooled; Estimate; Workers 16 years and over who did not work at home - TIME ARRIVING AT WORK FROM HOME - 8:30 a.m. to 8:59 a.m."
HC04_EST_VC99,Public transportation (excluding taxicab); Estimate; Workers 16 years and over who did not work at home - TIME ARRIVING AT WORK FROM HOME - 8:30 a.m. to 8:59 a.m.
HC01_EST_VC100,Total; Estimate; Workers 16 years and over who did not work at home - TIME ARRIVING AT WORK FROM HOME - 9:00 a.m. to 11:59 p.m.
HC02_EST_VC100,"Car, truck, or van -- drove alone; Estimate; Workers 16 years and over who did not work at home - TIME ARRIVING AT WORK FROM HOME - 9:00 a.m. to 11:59 p.m."
HC03_EST_VC100,"Car, truck, or van -- carpooled; Estimate; Workers 16 years and over who did not work at home - TIME ARRIVING AT WORK FROM HOME - 9:00 a.m. to 11:59 p.m."
HC04_EST_VC100,Public transportation (excluding taxicab); Estimate; Workers 16 years and over who did not work at home - TIME ARRIVING AT WORK FROM HOME - 9:00 a.m. to 11:59 p.m.
HC01_EST_VC103,Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes
HC02_EST_VC103,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes"
HC03_EST_VC103,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes"
HC04_EST_VC103,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - Less than 10 minutes
HC01_EST_VC104,Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes
HC02_EST_VC104,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes"
HC03_EST_VC104,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes"
HC04_EST_VC104,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes
HC01_EST_VC105,Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes
HC02_EST_VC105,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes"
HC03_EST_VC105,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes"
HC04_EST_VC105,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes
HC01_EST_VC106,Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes
HC02_EST_VC106,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes"
HC03_EST_VC106,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes"
HC04_EST_VC106,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes
HC01_EST_VC107,Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes
HC02_EST_VC107,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes"
HC03_EST_VC107,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes"
HC04_EST_VC107,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes
HC01_EST_VC108,Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes
HC02_EST_VC108,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes"
HC03_EST_VC108,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes"
HC04_EST_VC108,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes
HC01_EST_VC109,Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes
HC02_EST_VC109,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes"
HC03_EST_VC109,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes"
HC04_EST_VC109,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes
HC01_EST_VC110,Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes
HC02_EST_VC110,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes"
HC03_EST_VC110,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes"
HC04_EST_VC110,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes
HC01_EST_VC111,Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes
HC02_EST_VC111,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 60 or more minutes"
HC03_EST_VC111,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 60 or more minutes"
HC04_EST_VC111,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 60 or more minutes
HC01_EST_VC112,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC02_EST_VC112,"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
HC03_EST_VC112,"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
HC04_EST_VC112,Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
